DATAFLOW,LAST UPDATE,freq,unit,isced11,iscedf13,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:EDUC_UOE_ENT03(1.0),27/08/24 11:00:00,Annual,Percentage,Bachelor's or equivalent level,"Natural sciences, mathematics and statistics",Total,Luxembourg,2017,5,
ESTAT:EDUC_UOE_ENT03(1.0),27/08/24 11:00:00,Annual,Percentage,Bachelor's or equivalent level,"Natural sciences, mathematics and statistics",Total,Luxembourg,2018,7,
ESTAT:EDUC_UOE_ENT03(1.0),27/08/24 11:00:00,Annual,Percentage,Bachelor's or equivalent level,"Natural sciences, mathematics and statistics",Total,Luxembourg,2019,8,
ESTAT:EDUC_UOE_ENT03(1.0),27/08/24 11:00:00,Annual,Percentage,Bachelor's or equivalent level,"Natural sciences, mathematics and statistics",Total,Luxembourg,2020,8,
ESTAT:EDUC_UOE_ENT03(1.0),27/08/24 11:00:00,Annual,Percentage,Bachelor's or equivalent level,"Natural sciences, mathematics and statistics",Total,Luxembourg,2021,8,
ESTAT:EDUC_UOE_ENT03(1.0),27/08/24 11:00:00,Annual,Percentage,Bachelor's or equivalent level,"Natural sciences, mathematics and statistics",Total,Luxembourg,2022,8,
ESTAT:EDUC_UOE_ENT03(1.0),27/08/24 11:00:00,Annual,Percentage,Bachelor's or equivalent level,"Natural sciences, mathematics and statistics",Total,Latvia,2013,2.2,
ESTAT:EDUC_UOE_ENT03(1.0),27/08/24 11:00:00,Annual,Percentage,Bachelor's or equivalent level,"Natural sciences, mathematics and statistics",Total,Latvia,2014,2.6,
ESTAT:EDUC_UOE_ENT03(1.0),27/08/24 11:00:00,Annual,Percentage,Bachelor's or equivalent level,"Natural sciences, mathematics and statistics",Total,Latvia,2015,3,
ESTAT:EDUC_UOE_ENT03(1.0),27/08/24 11:00:00,Annual,Percentage,Bachelor's or equivalent level,"Natural sciences, mathematics and statistics",Total,Latvia,2016,4,
ESTAT:EDUC_UOE_ENT03(1.0),27/08/24 11:00:00,Annual,Percentage,Bachelor's or equivalent level,"Natural sciences, mathematics and statistics",Total,Latvia,2017,4,
ESTAT:EDUC_UOE_ENT03(1.0),27/08/24 11:00:00,Annual,Percentage,Bachelor's or equivalent level,"Natural sciences, mathematics and statistics",Total,Latvia,2018,4,
ESTAT:EDUC_UOE_ENT03(1.0),27/08/24 11:00:00,Annual,Percentage,Bachelor's or equivalent level,"Natural sciences, mathematics and statistics",Total,Latvia,2019,4,
ESTAT:EDUC_UOE_ENT03(1.0),27/08/24 11:00:00,Annual,Percentage,Bachelor's or equivalent level,"Natural sciences, mathematics and statistics",Total,Latvia,2020,4,
ESTAT:EDUC_UOE_ENT03(1.0),27/08/24 11:00:00,Annual,Percentage,Bachelor's or equivalent level,"Natural sciences, mathematics and statistics",Total,Latvia,2021,4,
ESTAT:EDUC_UOE_ENT03(1.0),27/08/24 11:00:00,Annual,Percentage,Bachelor's or equivalent level,"Natural sciences, mathematics and statistics",Total,Latvia,2022,4,
ESTAT:EDUC_UOE_ENT03(1.0),27/08/24 11:00:00,Annual,Percentage,Bachelor's or equivalent level,"Natural sciences, mathematics and statistics",Total,Malta,2013,13.8,
ESTAT:EDUC_UOE_ENT03(1.0),27/08/24 11:00:00,Annual,Percentage,Bachelor's or equivalent level,"Natural sciences, mathematics and statistics",Total,Malta,2014,9.8,
ESTAT:EDUC_UOE_ENT03(1.0),27/08/24 11:00:00,Annual,Percentage,Bachelor's or equivalent level,"Natural sciences, mathematics and statistics",Total,Malta,2015,11.0,
ESTAT:EDUC_UOE_ENT03(1.0),27/08/24 11:00:00,Annual,Percentage,Bachelor's or equivalent level,"Natural sciences, mathematics and statistics",Total,Malta,2016,5.9,
ESTAT:EDUC_UOE_ENT03(1.0),27/08/24 11:00:00,Annual,Percentage,Bachelor's or equivalent level,"Natural sciences, mathematics and statistics",Total,Malta,2017,4,
ESTAT:EDUC_UOE_ENT03(1.0),27/08/24 11:00:00,Annual,Percentage,Bachelor's or equivalent level,"Natural sciences, mathematics and statistics",Total,Malta,2018,5,
ESTAT:EDUC_UOE_ENT03(1.0),27/08/24 11:00:00,Annual,Percentage,Bachelor's or equivalent level,"Natural sciences, mathematics and statistics",Total,Malta,2019,5,
ESTAT:EDUC_UOE_ENT03(1.0),27/08/24 11:00:00,Annual,Percentage,Bachelor's or equivalent level,"Natural sciences, mathematics and statistics",Total,Malta,2020,5,
ESTAT:EDUC_UOE_ENT03(1.0),27/08/24 11:00:00,Annual,Percentage,Bachelor's or equivalent level,"Natural sciences, mathematics and statistics",Total,Malta,2021,6,
ESTAT:EDUC_UOE_ENT03(1.0),27/08/24 11:00:00,Annual,Percentage,Bachelor's or equivalent level,"Natural sciences, mathematics and statistics",Total,Malta,2022,4,
ESTAT:EDUC_UOE_ENT03(1.0),27/08/24 11:00:00,Annual,Percentage,Bachelor's or equivalent level,"Natural sciences, mathematics and statistics",Total,Netherlands,2013,4.2,
ESTAT:EDUC_UOE_ENT03(1.0),27/08/24 11:00:00,Annual,Percentage,Bachelor's or equivalent level,"Natural sciences, mathematics and statistics",Total,Netherlands,2014,4.6,
ESTAT:EDUC_UOE_ENT03(1.0),27/08/24 11:00:00,Annual,Percentage,Bachelor's or equivalent level,"Natural sciences, mathematics and statistics",Total,Netherlands,2015,5,
ESTAT:EDUC_UOE_ENT03(1.0),27/08/24 11:00:00,Annual,Percentage,Bachelor's or equivalent level,"Natural sciences, mathematics and statistics",Total,Netherlands,2016,5,
ESTAT:EDUC_UOE_ENT03(1.0),27/08/24 11:00:00,Annual,Percentage,Bachelor's or equivalent level,"Natural sciences, mathematics and statistics",Total,Netherlands,2017,6,
ESTAT:EDUC_UOE_ENT03(1.0),27/08/24 11:00:00,Annual,Percentage,Bachelor's or equivalent level,"Natural sciences, mathematics and statistics",Total,Netherlands,2018,5,
ESTAT:EDUC_UOE_ENT03(1.0),27/08/24 11:00:00,Annual,Percentage,Bachelor's or equivalent level,"Natural sciences, mathematics and statistics",Total,Netherlands,2019,5,
ESTAT:EDUC_UOE_ENT03(1.0),27/08/24 11:00:00,Annual,Percentage,Bachelor's or equivalent level,"Natural sciences, mathematics and statistics",Total,Netherlands,2020,5,
ESTAT:EDUC_UOE_ENT03(1.0),27/08/24 11:00:00,Annual,Percentage,Bachelor's or equivalent level,"Natural sciences, mathematics and statistics",Total,Netherlands,2021,5,
ESTAT:EDUC_UOE_ENT03(1.0),27/08/24 11:00:00,Annual,Percentage,Bachelor's or equivalent level,"Natural sciences, mathematics and statistics",Total,Netherlands,2022,6,
ESTAT:EDUC_UOE_ENT03(1.0),27/08/24 11:00:00,Annual,Percentage,Bachelor's or equivalent level,"Natural sciences, mathematics and statistics",Total,Poland,2013,5.4,
ESTAT:EDUC_UOE_ENT03(1.0),27/08/24 11:00:00,Annual,Percentage,Bachelor's or equivalent level,"Natural sciences, mathematics and statistics",Total,Poland,2014,4.8,
ESTAT:EDUC_UOE_ENT03(1.0),27/08/24 11:00:00,Annual,Percentage,Bachelor's or equivalent level,"Natural sciences, mathematics and statistics",Total,Poland,2015,5,
ESTAT:EDUC_UOE_ENT03(1.0),27/08/24 11:00:00,Annual,Percentage,Bachelor's or equivalent level,"Natural sciences, mathematics and statistics",Total,Poland,2016,5,
ESTAT:EDUC_UOE_ENT03(1.0),27/08/24 11:00:00,Annual,Percentage,Bachelor's or equivalent level,"Natural sciences, mathematics and statistics",Total,Poland,2017,6,e
ESTAT:EDUC_UOE_ENT03(1.0),27/08/24 11:00:00,Annual,Percentage,Bachelor's or equivalent level,"Natural sciences, mathematics and statistics",Total,Poland,2018,5,e
ESTAT:EDUC_UOE_ENT03(1.0),27/08/24 11:00:00,Annual,Percentage,Bachelor's or equivalent level,"Natural sciences, mathematics and statistics",Total,Poland,2019,5,e
ESTAT:EDUC_UOE_ENT03(1.0),27/08/24 11:00:00,Annual,Percentage,Bachelor's or equivalent level,"Natural sciences, mathematics and statistics",Total,Poland,2020,5,e
ESTAT:EDUC_UOE_ENT03(1.0),27/08/24 11:00:00,Annual,Percentage,Bachelor's or equivalent level,"Natural sciences, mathematics and statistics",Total,Poland,2021,5,bd
ESTAT:EDUC_UOE_ENT03(1.0),27/08/24 11:00:00,Annual,Percentage,Bachelor's or equivalent level,"Natural sciences, mathematics and statistics",Total,Poland,2022,4,
ESTAT:EDUC_UOE_ENT03(1.0),27/08/24 11:00:00,Annual,Percentage,Bachelor's or equivalent level,"Natural sciences, mathematics and statistics",Total,Portugal,2013,6.8,
ESTAT:EDUC_UOE_ENT03(1.0),27/08/24 11:00:00,Annual,Percentage,Bachelor's or equivalent level,"Natural sciences, mathematics and statistics",Total,Portugal,2014,6.6,
ESTAT:EDUC_UOE_ENT03(1.0),27/08/24 11:00:00,Annual,Percentage,Bachelor's or equivalent level,"Natural sciences, mathematics and statistics",Total,Portugal,2015,6,
ESTAT:EDUC_UOE_ENT03(1.0),27/08/24 11:00:00,Annual,Percentage,Bachelor's or equivalent level,"Natural sciences, mathematics and statistics",Total,Portugal,2016,6,
ESTAT:EDUC_UOE_ENT03(1.0),27/08/24 11:00:00,Annual,Percentage,Bachelor's or equivalent level,"Natural sciences, mathematics and statistics",Total,Portugal,2017,7,
ESTAT:EDUC_UOE_ENT03(1.0),27/08/24 11:00:00,Annual,Percentage,Bachelor's or equivalent level,"Natural sciences, mathematics and statistics",Total,Portugal,2018,7,
ESTAT:EDUC_UOE_ENT03(1.0),27/08/24 11:00:00,Annual,Percentage,Bachelor's or equivalent level,"Natural sciences, mathematics and statistics",Total,Portugal,2019,7,
ESTAT:EDUC_UOE_ENT03(1.0),27/08/24 11:00:00,Annual,Percentage,Bachelor's or equivalent level,"Natural sciences, mathematics and statistics",Total,Portugal,2020,7,
ESTAT:EDUC_UOE_ENT03(1.0),27/08/24 11:00:00,Annual,Percentage,Bachelor's or equivalent level,"Natural sciences, mathematics and statistics",Total,Portugal,2021,6,
ESTAT:EDUC_UOE_ENT03(1.0),27/08/24 11:00:00,Annual,Percentage,Bachelor's or equivalent level,"Natural sciences, mathematics and statistics",Total,Portugal,2022,6,
ESTAT:EDUC_UOE_ENT03(1.0),27/08/24 11:00:00,Annual,Percentage,Bachelor's or equivalent level,"Natural sciences, mathematics and statistics",Total,Romania,2013,4.9,
ESTAT:EDUC_UOE_ENT03(1.0),27/08/24 11:00:00,Annual,Percentage,Bachelor's or equivalent level,"Natural sciences, mathematics and statistics",Total,Romania,2014,5.2,
ESTAT:EDUC_UOE_ENT03(1.0),27/08/24 11:00:00,Annual,Percentage,Bachelor's or equivalent level,"Natural sciences, mathematics and statistics",Total,Romania,2015,6.1,
ESTAT:EDUC_UOE_ENT03(1.0),27/08/24 11:00:00,Annual,Percentage,Bachelor's or equivalent level,"Natural sciences, mathematics and statistics",Total,Romania,2016,5.8,
ESTAT:EDUC_UOE_ENT03(1.0),27/08/24 11:00:00,Annual,Percentage,Bachelor's or equivalent level,"Natural sciences, mathematics and statistics",Total,Romania,2017,5.2,
ESTAT:EDUC_UOE_ENT03(1.0),27/08/24 11:00:00,Annual,Percentage,Bachelor's or equivalent level,"Natural sciences, mathematics and statistics",Total,Romania,2018,5,
ESTAT:EDUC_UOE_ENT03(1.0),27/08/24 11:00:00,Annual,Percentage,Bachelor's or equivalent level,"Natural sciences, mathematics and statistics",Total,Romania,2019,5,
ESTAT:EDUC_UOE_ENT03(1.0),27/08/24 11:00:00,Annual,Percentage,Bachelor's or equivalent level,"Natural sciences, mathematics and statistics",Total,Romania,2020,5,
ESTAT:EDUC_UOE_ENT03(1.0),27/08/24 11:00:00,Annual,Percentage,Bachelor's or equivalent level,"Natural sciences, mathematics and statistics",Total,Romania,2021,5,
ESTAT:EDUC_UOE_ENT03(1.0),27/08/24 11:00:00,Annual,Percentage,Bachelor's or equivalent level,"Natural sciences, mathematics and statistics",Total,Romania,2022,5,
ESTAT:EDUC_UOE_ENT03(1.0),27/08/24 11:00:00,Annual,Percentage,Bachelor's or equivalent level,"Natural sciences, mathematics and statistics",Total,Sweden,2013,7.4,
ESTAT:EDUC_UOE_ENT03(1.0),27/08/24 11:00:00,Annual,Percentage,Bachelor's or equivalent level,"Natural sciences, mathematics and statistics",Total,Sweden,2014,7.0,
ESTAT:EDUC_UOE_ENT03(1.0),27/08/24 11:00:00,Annual,Percentage,Bachelor's or equivalent level,"Natural sciences, mathematics and statistics",Total,Sweden,2015,7,
ESTAT:EDUC_UOE_ENT03(1.0),27/08/24 11:00:00,Annual,Percentage,Bachelor's or equivalent level,"Natural sciences, mathematics and statistics",Total,Sweden,2016,7,
ESTAT:EDUC_UOE_ENT03(1.0),27/08/24 11:00:00,Annual,Percentage,Bachelor's or equivalent level,"Natural sciences, mathematics and statistics",Total,Sweden,2017,6,
ESTAT:EDUC_UOE_ENT03(1.0),27/08/24 11:00:00,Annual,Percentage,Bachelor's or equivalent level,"Natural sciences, mathematics and statistics",Total,Sweden,2018,6,
ESTAT:EDUC_UOE_ENT03(1.0),27/08/24 11:00:00,Annual,Percentage,Bachelor's or equivalent level,"Natural sciences, mathematics and statistics",Total,Sweden,2019,6,
ESTAT:EDUC_UOE_ENT03(1.0),27/08/24 11:00:00,Annual,Percentage,Bachelor's or equivalent level,"Natural sciences, mathematics and statistics",Total,Sweden,2020,7,
ESTAT:EDUC_UOE_ENT03(1.0),27/08/24 11:00:00,Annual,Percentage,Bachelor's or equivalent level,"Natural sciences, mathematics and statistics",Total,Sweden,2021,6,
ESTAT:EDUC_UOE_ENT03(1.0),27/08/24 11:00:00,Annual,Percentage,Bachelor's or equivalent level,"Natural sciences, mathematics and statistics",Total,Sweden,2022,7,
ESTAT:EDUC_UOE_ENT03(1.0),27/08/24 11:00:00,Annual,Percentage,Bachelor's or equivalent level,"Natural sciences, mathematics and statistics",Total,Slovenia,2013,7.2,
ESTAT:EDUC_UOE_ENT03(1.0),27/08/24 11:00:00,Annual,Percentage,Bachelor's or equivalent level,"Natural sciences, mathematics and statistics",Total,Slovenia,2014,7.4,
ESTAT:EDUC_UOE_ENT03(1.0),27/08/24 11:00:00,Annual,Percentage,Bachelor's or equivalent level,"Natural sciences, mathematics and statistics",Total,Slovenia,2015,7.2,
ESTAT:EDUC_UOE_ENT03(1.0),27/08/24 11:00:00,Annual,Percentage,Bachelor's or equivalent level,"Natural sciences, mathematics and statistics",Total,Slovenia,2016,7.1,
ESTAT:EDUC_UOE_ENT03(1.0),27/08/24 11:00:00,Annual,Percentage,Bachelor's or equivalent level,"Natural sciences, mathematics and statistics",Total,Slovenia,2017,7,
ESTAT:EDUC_UOE_ENT03(1.0),27/08/24 11:00:00,Annual,Percentage,Bachelor's or equivalent level,"Natural sciences, mathematics and statistics",Total,Slovenia,2018,7,
ESTAT:EDUC_UOE_ENT03(1.0),27/08/24 11:00:00,Annual,Percentage,Bachelor's or equivalent level,"Natural sciences, mathematics and statistics",Total,Slovenia,2019,7,
ESTAT:EDUC_UOE_ENT03(1.0),27/08/24 11:00:00,Annual,Percentage,Bachelor's or equivalent level,"Natural sciences, mathematics and statistics",Total,Slovenia,2020,7,
ESTAT:EDUC_UOE_ENT03(1.0),27/08/24 11:00:00,Annual,Percentage,Bachelor's or equivalent level,"Natural sciences, mathematics and statistics",Total,Slovenia,2021,7,
ESTAT:EDUC_UOE_ENT03(1.0),27/08/24 11:00:00,Annual,Percentage,Bachelor's or equivalent level,"Natural sciences, mathematics and statistics",Total,Slovenia,2022,7,
ESTAT:EDUC_UOE_ENT03(1.0),27/08/24 11:00:00,Annual,Percentage,Bachelor's or equivalent level,"Natural sciences, mathematics and statistics",Total,Slovakia,2013,5.6,
ESTAT:EDUC_UOE_ENT03(1.0),27/08/24 11:00:00,Annual,Percentage,Bachelor's or equivalent level,"Natural sciences, mathematics and statistics",Total,Slovakia,2014,6.2,d
ESTAT:EDUC_UOE_ENT03(1.0),27/08/24 11:00:00,Annual,Percentage,Bachelor's or equivalent level,"Natural sciences, mathematics and statistics",Total,Slovakia,2015,6.9,
ESTAT:EDUC_UOE_ENT03(1.0),27/08/24 11:00:00,Annual,Percentage,Bachelor's or equivalent level,"Natural sciences, mathematics and statistics",Total,Slovakia,2016,6.8,
ESTAT:EDUC_UOE_ENT03(1.0),27/08/24 11:00:00,Annual,Percentage,Bachelor's or equivalent level,"Natural sciences, mathematics and statistics",Total,Slovakia,2017,6.0,
ESTAT:EDUC_UOE_ENT03(1.0),27/08/24 11:00:00,Annual,Percentage,Bachelor's or equivalent level,"Natural sciences, mathematics and statistics",Total,Slovakia,2018,5,
ESTAT:EDUC_UOE_ENT03(1.0),27/08/24 11:00:00,Annual,Percentage,Bachelor's or equivalent level,"Natural sciences, mathematics and statistics",Total,Slovakia,2019,5,
ESTAT:EDUC_UOE_ENT03(1.0),27/08/24 11:00:00,Annual,Percentage,Bachelor's or equivalent level,"Natural sciences, mathematics and statistics",Total,Slovakia,2020,5,
ESTAT:EDUC_UOE_ENT03(1.0),27/08/24 11:00:00,Annual,Percentage,Bachelor's or equivalent level,"Natural sciences, mathematics and statistics",Total,Slovakia,2021,5,
ESTAT:EDUC_UOE_ENT03(1.0),27/08/24 11:00:00,Annual,Percentage,Bachelor's or equivalent level,"Natural sciences, mathematics and statistics",Total,Slovakia,2022,5,
ESTAT:EDUC_UOE_ENT03(1.0),27/08/24 11:00:00,Annual,Percentage,Bachelor's or equivalent level,"Natural sciences, mathematics and statistics",Total,United Kingdom,2013,17.5,
ESTAT:EDUC_UOE_ENT03(1.0),27/08/24 11:00:00,Annual,Percentage,Bachelor's or equivalent level,"Natural sciences, mathematics and statistics",Total,United Kingdom,2014,17.8,
ESTAT:EDUC_UOE_ENT03(1.0),27/08/24 11:00:00,Annual,Percentage,Bachelor's or equivalent level,"Natural sciences, mathematics and statistics",Total,United Kingdom,2015,18,
ESTAT:EDUC_UOE_ENT03(1.0),27/08/24 11:00:00,Annual,Percentage,Bachelor's or equivalent level,"Natural sciences, mathematics and statistics",Total,United Kingdom,2016,18,d
ESTAT:EDUC_UOE_ENT03(1.0),27/08/24 11:00:00,Annual,Percentage,Bachelor's or equivalent level,"Natural sciences, mathematics and statistics",Total,United Kingdom,2017,17.8,d
ESTAT:EDUC_UOE_ENT03(1.0),27/08/24 11:00:00,Annual,Percentage,Bachelor's or equivalent level,"Natural sciences, mathematics and statistics",Total,United Kingdom,2018,18,d
ESTAT:EDUC_UOE_ENT03(1.0),27/08/24 11:00:00,Annual,Percentage,Bachelor's or equivalent level,"Natural sciences, mathematics and statistics",Total,United Kingdom,2019,17,d
ESTAT:EDUC_UOE_ENT03(1.0),27/08/24 11:00:00,Annual,Percentage,Bachelor's or equivalent level,Information and communication technologies,Total,Austria,2013,4.9,
ESTAT:EDUC_UOE_ENT03(1.0),27/08/24 11:00:00,Annual,Percentage,Bachelor's or equivalent level,Information and communication technologies,Total,Austria,2014,5.7,
ESTAT:EDUC_UOE_ENT03(1.0),27/08/24 11:00:00,Annual,Percentage,Bachelor's or equivalent level,Information and communication technologies,Total,Austria,2015,5,
ESTAT:EDUC_UOE_ENT03(1.0),27/08/24 11:00:00,Annual,Percentage,Bachelor's or equivalent level,Information and communication technologies,Total,Austria,2016,6,
ESTAT:EDUC_UOE_ENT03(1.0),27/08/24 11:00:00,Annual,Percentage,Bachelor's or equivalent level,Information and communication technologies,Total,Austria,2017,5,
ESTAT:EDUC_UOE_ENT03(1.0),27/08/24 11:00:00,Annual,Percentage,Bachelor's or equivalent level,Information and communication technologies,Total,Austria,2018,6,
ESTAT:EDUC_UOE_ENT03(1.0),27/08/24 11:00:00,Annual,Percentage,Bachelor's or equivalent level,Information and communication technologies,Total,Austria,2019,6,
ESTAT:EDUC_UOE_ENT03(1.0),27/08/24 11:00:00,Annual,Percentage,Bachelor's or equivalent level,Information and communication technologies,Total,Austria,2020,7,
ESTAT:EDUC_UOE_ENT03(1.0),27/08/24 11:00:00,Annual,Percentage,Bachelor's or equivalent level,Information and communication technologies,Total,Austria,2021,7,
ESTAT:EDUC_UOE_ENT03(1.0),27/08/24 11:00:00,Annual,Percentage,Bachelor's or equivalent level,Information and communication technologies,Total,Austria,2022,7,
ESTAT:EDUC_UOE_ENT03(1.0),27/08/24 11:00:00,Annual,Percentage,Bachelor's or equivalent level,Information and communication technologies,Total,Belgium,2013,2.7,
ESTAT:EDUC_UOE_ENT03(1.0),27/08/24 11:00:00,Annual,Percentage,Bachelor's or equivalent level,Information and communication technologies,Total,Belgium,2014,2.7,
ESTAT:EDUC_UOE_ENT03(1.0),27/08/24 11:00:00,Annual,Percentage,Bachelor's or equivalent level,Information and communication technologies,Total,Belgium,2015,3.6,
ESTAT:EDUC_UOE_ENT03(1.0),27/08/24 11:00:00,Annual,Percentage,Bachelor's or equivalent level,Information and communication technologies,Total,Belgium,2016,3.8,
ESTAT:EDUC_UOE_ENT03(1.0),27/08/24 11:00:00,Annual,Percentage,Bachelor's or equivalent level,Information and communication technologies,Total,Belgium,2017,4.1,
ESTAT:EDUC_UOE_ENT03(1.0),27/08/24 11:00:00,Annual,Percentage,Bachelor's or equivalent level,Information and communication technologies,Total,Belgium,2018,4,
ESTAT:EDUC_UOE_ENT03(1.0),27/08/24 11:00:00,Annual,Percentage,Bachelor's or equivalent level,Information and communication technologies,Total,Belgium,2019,5,
ESTAT:EDUC_UOE_ENT03(1.0),27/08/24 11:00:00,Annual,Percentage,Bachelor's or equivalent level,Information and communication technologies,Total,Belgium,2020,4,d
ESTAT:EDUC_UOE_ENT03(1.0),27/08/24 11:00:00,Annual,Percentage,Bachelor's or equivalent level,Information and communication technologies,Total,Belgium,2021,5,
ESTAT:EDUC_UOE_ENT03(1.0),27/08/24 11:00:00,Annual,Percentage,Bachelor's or equivalent level,Information and communication technologies,Total,Belgium,2022,5,
ESTAT:EDUC_UOE_ENT03(1.0),27/08/24 11:00:00,Annual,Percentage,Bachelor's or equivalent level,Information and communication technologies,Total,Bulgaria,2013,4.0,
ESTAT:EDUC_UOE_ENT03(1.0),27/08/24 11:00:00,Annual,Percentage,Bachelor's or equivalent level,Information and communication technologies,Total,Bulgaria,2014,4.7,
ESTAT:EDUC_UOE_ENT03(1.0),27/08/24 11:00:00,Annual,Percentage,Bachelor's or equivalent level,Information and communication technologies,Total,Bulgaria,2015,5,
ESTAT:EDUC_UOE_ENT03(1.0),27/08/24 11:00:00,Annual,Percentage,Bachelor's or equivalent level,Information and communication technologies,Total,Bulgaria,2016,5,e
ESTAT:EDUC_UOE_ENT03(1.0),27/08/24 11:00:00,Annual,Percentage,Bachelor's or equivalent level,Information and communication technologies,Total,Bulgaria,2017,7,
ESTAT:EDUC_UOE_ENT03(1.0),27/08/24 11:00:00,Annual,Percentage,Bachelor's or equivalent level,Information and communication technologies,Total,Bulgaria,2018,6,d
ESTAT:EDUC_UOE_ENT03(1.0),27/08/24 11:00:00,Annual,Percentage,Bachelor's or equivalent level,Information and communication technologies,Total,Bulgaria,2019,7,e
ESTAT:EDUC_UOE_ENT03(1.0),27/08/24 11:00:00,Annual,Percentage,Bachelor's or equivalent level,Information and communication technologies,Total,Bulgaria,2020,7,e
ESTAT:EDUC_UOE_ENT03(1.0),27/08/24 11:00:00,Annual,Percentage,Bachelor's or equivalent level,Information and communication technologies,Total,Bulgaria,2021,7,e
ESTAT:EDUC_UOE_ENT03(1.0),27/08/24 11:00:00,Annual,Percentage,Bachelor's or equivalent level,Information and communication technologies,Total,Bulgaria,2022,7,e
ESTAT:EDUC_UOE_ENT03(1.0),27/08/24 11:00:00,Annual,Percentage,Bachelor's or equivalent level,Information and communication technologies,Total,Cyprus,2013,4.8,
ESTAT:EDUC_UOE_ENT03(1.0),27/08/24 11:00:00,Annual,Percentage,Bachelor's or equivalent level,Information and communication technologies,Total,Cyprus,2014,4.9,
ESTAT:EDUC_UOE_ENT03(1.0),27/08/24 11:00:00,Annual,Percentage,Bachelor's or equivalent level,Information and communication technologies,Total,Cyprus,2015,4,
ESTAT:EDUC_UOE_ENT03(1.0),27/08/24 11:00:00,Annual,Percentage,Bachelor's or equivalent level,Information and communication technologies,Total,Cyprus,2016,5,
ESTAT:EDUC_UOE_ENT03(1.0),27/08/24 11:00:00,Annual,Percentage,Bachelor's or equivalent level,Information and communication technologies,Total,Cyprus,2017,4,
ESTAT:EDUC_UOE_ENT03(1.0),27/08/24 11:00:00,Annual,Percentage,Bachelor's or equivalent level,Information and communication technologies,Total,Cyprus,2018,5,
ESTAT:EDUC_UOE_ENT03(1.0),27/08/24 11:00:00,Annual,Percentage,Bachelor's or equivalent level,Information and communication technologies,Total,Cyprus,2019,5,
ESTAT:EDUC_UOE_ENT03(1.0),27/08/24 11:00:00,Annual,Percentage,Bachelor's or equivalent level,Information and communication technologies,Total,Cyprus,2020,4,
ESTAT:EDUC_UOE_ENT03(1.0),27/08/24 11:00:00,Annual,Percentage,Bachelor's or equivalent level,Information and communication technologies,Total,Cyprus,2021,4,
ESTAT:EDUC_UOE_ENT03(1.0),27/08/24 11:00:00,Annual,Percentage,Bachelor's or equivalent level,Information and communication technologies,Total,Cyprus,2022,6,
ESTAT:EDUC_UOE_ENT03(1.0),27/08/24 11:00:00,Annual,Percentage,Bachelor's or equivalent level,Information and communication technologies,Total,Czechia,2013,7.1,
ESTAT:EDUC_UOE_ENT03(1.0),27/08/24 11:00:00,Annual,Percentage,Bachelor's or equivalent level,Information and communication technologies,Total,Czechia,2014,7.0,
ESTAT:EDUC_UOE_ENT03(1.0),27/08/24 11:00:00,Annual,Percentage,Bachelor's or equivalent level,Information and communication technologies,Total,Czechia,2015,6,
ESTAT:EDUC_UOE_ENT03(1.0),27/08/24 11:00:00,Annual,Percentage,Bachelor's or equivalent level,Information and communication technologies,Total,Czechia,2016,6,
ESTAT:EDUC_UOE_ENT03(1.0),27/08/24 11:00:00,Annual,Percentage,Bachelor's or equivalent level,Information and communication technologies,Total,Czechia,2017,7,
ESTAT:EDUC_UOE_ENT03(1.0),27/08/24 11:00:00,Annual,Percentage,Bachelor's or equivalent level,Information and communication technologies,Total,Czechia,2018,8,
ESTAT:EDUC_UOE_ENT03(1.0),27/08/24 11:00:00,Annual,Percentage,Bachelor's or equivalent level,Information and communication technologies,Total,Czechia,2019,8,
ESTAT:EDUC_UOE_ENT03(1.0),27/08/24 11:00:00,Annual,Percentage,Bachelor's or equivalent level,Information and communication technologies,Total,Czechia,2020,8,
ESTAT:EDUC_UOE_ENT03(1.0),27/08/24 11:00:00,Annual,Percentage,Bachelor's or equivalent level,Information and communication technologies,Total,Czechia,2021,8,
ESTAT:EDUC_UOE_ENT03(1.0),27/08/24 11:00:00,Annual,Percentage,Bachelor's or equivalent level,Information and communication technologies,Total,Czechia,2022,8,
ESTAT:EDUC_UOE_ENT03(1.0),27/08/24 11:00:00,Annual,Percentage,Bachelor's or equivalent level,Information and communication technologies,Total,Germany,2013,6.7,
ESTAT:EDUC_UOE_ENT03(1.0),27/08/24 11:00:00,Annual,Percentage,Bachelor's or equivalent level,Information and communication technologies,Total,Germany,2014,6.7,
ESTAT:EDUC_UOE_ENT03(1.0),27/08/24 11:00:00,Annual,Percentage,Bachelor's or equivalent level,Information and communication technologies,Total,Germany,2015,7,
ESTAT:EDUC_UOE_ENT03(1.0),27/08/24 11:00:00,Annual,Percentage,Bachelor's or equivalent level,Information and communication technologies,Total,Germany,2016,7.4,
ESTAT:EDUC_UOE_ENT03(1.0),27/08/24 11:00:00,Annual,Percentage,Bachelor's or equivalent level,Information and communication technologies,Total,Germany,2017,7.6,
ESTAT:EDUC_UOE_ENT03(1.0),27/08/24 11:00:00,Annual,Percentage,Bachelor's or equivalent level,Information and communication technologies,Total,Germany,2018,8,
