economy,series,value,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
GBR,SE.PRM.ENRR.FE,"School enrollment, primary, female (% gross)",,103.800277709961,104.175201416016,104.157257080078,104.46263885498,104.530059814453,104.941627502441,105.156112670898,105.276458740234,105.554023742676,105.782043457031,105.58943939209,105.488693237305,105.609100341797,105.906089782715,104.44970703125,104.196548461914,103.773368835449,103.509727478027,102.895378112793,103.281341552734,103.865837097168,104.002258300781,,,,,,100.317176818848,100.59831237793,100.643226623535,100.984420776367,100.718612670898,100.640823364258,105.942596435547,105.772216796875,104.653991699219,103.304649353027,105.525466918945,105.268760681152,105.363021850586,104.904708862305,105.81143951416,105.320518493652,99.9913177490234,100.22428894043,100.390129089355,100.736000061035,101.262046813965,101.84635925293,102.118446350098,102.00528717041,102.309196472168
GBR,SE.PRM.ENRR.MA,"School enrollment, primary, male (% gross)",,104.093078613281,104.510856628418,104.466262817383,104.773681640625,104.733436584473,105.040893554688,105.087913513184,105.036437988281,105.186248779297,105.303833007812,105.040802001953,104.869148254395,105.099822998047,105.895919799805,104.111450195312,104.005493164062,103.629417419434,103.401229858398,102.569366455078,102.940223693848,103.172119140625,103.617126464844,,,,,,100.321617126465,100.437561035156,100.542762756348,100.889808654785,100.667053222656,100.557456970215,105.93376159668,105.83561706543,104.068489074707,102.914413452148,105.948516845703,105.566619873047,105.969047546387,105.142227172852,105.79833984375,105.370597839355,99.9584884643555,100.094902038574,100.253082275391,100.656379699707,101.179351806641,101.732940673828,102.074668884277,102.068412780762,102.498542785645
GBR,SE.PRM.GINT.FE.ZS,"Gross intake ratio in first grade of primary education, female (% of relevant age group)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.54998,97.25532,97.94377,,,,,
GBR,SE.PRM.GINT.MA.ZS,"Gross intake ratio in first grade of primary education, male (% of relevant age group)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.91083,97.35402,98.23234,,,,,
GBR,SE.PRM.GINT.ZS,"Gross intake ratio in first grade of primary education, total (% of relevant age group)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.24581,97.30579,98.09136,,,,,
GBR,SE.PRM.NENR,"School enrollment, primary (% net)",,98.18254,97.3134,96.35756,95.86765,95.78484,95.87591,96.19219,96.26426,96.43068,97.7863,97.65796,96.70084,95.11314,94.64484,93.57046,95.18731,98.01106,99.67916,99.71212,99.78913,98.18471,96.65488,,,,,,99.908,99.94032,99.94481,99.93639,99.82263,99.90834,98.13312,98.78009,98.42751,96.53232,98.63343,97.88299,98.01015,98.11699,98.35876,99.72456,99.89948,99.93433,99.65208,99.49182,,,,,
GBR,SE.PRM.NENR.FE,"School enrollment, primary, female (% net)",,98.17312,97.18734,96.25578,95.84084,95.86722,96.09413,96.39806,96.4931,96.63113,97.94528,97.85776,96.9457,95.27182,94.62636,93.68484,95.27015,98.21247,99.8621,,,98.44355,96.82892,,,,,,,,,,99.89481,,98.21016,,98.6815,96.7789,98.58817,97.82396,97.98666,98.16322,98.33276,99.60107,,,99.56731,99.34894,,,,,
GBR,SE.PRM.NENR.MA,"School enrollment, primary, male (% net)",,98.19153,97.4339,96.45481,95.89321,95.7065,95.66889,95.99697,96.04739,96.24084,97.63584,97.46892,96.46897,94.96278,94.66237,93.46197,95.1087,97.81969,99.50512,,,97.93763,96.48854,,,,,,,,,,99.75398,,98.05982,,98.18546,96.29718,98.67659,97.93929,98.03254,98.07292,98.38357,99.84242,,,99.73306,99.62836,,,,,
GBR,SE.PRM.NINT.FE.ZS,"Net intake rate in grade 1, female (% of official school-age population)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.13999,94.86154,,,,,
GBR,SE.PRM.NINT.MA.ZS,"Net intake rate in grade 1, male (% of official school-age population)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.28838,95.14261,,,,,
GBR,SE.PRM.NINT.ZS,Net intake rate in grade 1 (% of official school-age population),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.21587,95.00529,,,,,
GBR,SE.PRM.OENR.FE.ZS,"Over-age students, primary, female (% of female enrollment)",,5.59176,5.85473,6.09845,6.64209,6.91267,7.22624,7.31997,7.35074,7.40109,2.79952,2.80675,2.84459,,,,,,,2.34208,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2.60628,1.64084,1.56855,1.41133,0.97407,0.99656,0.96555,0.90749,1.05571,1.10482,1.12579,1.12378,1.11726,1.11129,,,,,
GBR,SE.PRM.OENR.MA.ZS,"Over-age students, primary, male (% of male enrollment)",,5.64144,5.85307,6.09213,6.63887,6.87893,7.21862,7.28366,7.35085,7.3712,2.80282,2.80601,2.84776,,,,,,,2.33654,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2.70792,1.75568,1.61786,1.46007,1.20532,1.24118,1.21677,1.15384,1.06042,1.09631,1.11547,1.12598,1.13261,1.11752,,,,,
GBR,SE.PRM.OENR.ZS,"Over-age students, primary (% of enrollment)",,5.6172,5.85388,6.09521,6.64044,6.89539,7.22234,7.30137,7.3508,7.38577,2.80121,2.80637,2.84622,,,,,,,2.33925,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2.65835,1.6997,1.59374,1.43623,1.09263,1.12196,1.09451,1.0337,1.05812,1.10046,1.12051,1.1249,1.12512,1.11448,,,,,
GBR,SE.PRM.PRIV.ZS,"School enrollment, primary, private (% of total primary)",,,,,,,,,,,,3.96782994270325,4.24294996261597,4.35852003097534,4.39489984512329,4.46784019470215,4.49254989624023,4.60435009002685,4.71396017074585,4.80184984207153,4.79161977767944,4.80971002578735,4.74174976348877,,,,,,6.04674005508423,4.62482976913452,4.68767023086548,4.78385019302368,4.8744101524353,4.91354990005493,5.0281400680542,5.25651979446411,5.33805990219116,5.33187007904053,4.9762601852417,5.06421995162964,5.03659009933472,5.0730299949646,7.05603981018066,10.6499395370483,13.9012498855591,17.8016204833984,20.419340133667,24.2163200378418,28.4112701416016,31.8819599151611,34.1717414855957,35.4554100036621,36.8416213989258
GBR,SE.PRM.PRS5.FE.ZS,"Persistence to grade 5, female (% of cohort)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.5254364013672,99.7322692871094,99.7001113891602,99.7594833374023,99.2574615478516,99.5713729858398,
GBR,SE.PRM.PRS5.MA.ZS,"Persistence to grade 5, male (% of cohort)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,99.9366989135742,99.9239807128906,99.8927383422852,99.5163497924805,100.0,
GBR,SE.PRM.PRS5.ZS,"Persistence to grade 5, total (% of cohort)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.6526336669922,99.7681274414062,99.837028503418,99.8146286010742,99.8276672363281,99.3899765014648,99.7908172607422,
GBR,SE.PRM.PRSL.FE.ZS,"Persistence to last grade of primary, female (% of cohort)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.4975204467773,99.7322692871094,99.7001113891602,99.7553024291992,99.1668090820312,,
GBR,SE.PRM.PRSL.MA.ZS,"Persistence to last grade of primary, male (% of cohort)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,99.9328689575195,99.9194183349609,99.8927383422852,99.4357223510742,,
GBR,SE.PRM.PRSL.ZS,"Persistence to last grade of primary, total (% of cohort)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.6079406738281,99.7544708251953,99.8350677490234,99.8123016357422,99.8256225585938,99.3044586181641,,
GBR,SE.PRM.REPT.FE.ZS,"Repeaters, primary, female (% of female enrollment)",,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
GBR,SE.PRM.REPT.MA.ZS,"Repeaters, primary, male (% of male enrollment)",,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
GBR,SE.PRM.REPT.ZS,"Repeaters, primary, total (% of total enrollment)",,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
GBR,SE.PRM.TCAQ.FE.ZS,"Trained teachers in primary education, female (% of female teachers)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBR,SE.PRM.TCAQ.MA.ZS,"Trained teachers in primary education, male (% of male teachers)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBR,SE.PRM.TCAQ.ZS,Trained teachers in primary education (% of total teachers),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBR,SE.PRM.TCHR,"Primary education, teachers",,248908.0,259757.0,271074.0,278609.0,282793.0,285786.0,280315.0,275564.0,275020.0,270346.0,,250510.0,245000.0,243000.0,244000.0,,213000.0,215000.0,225000.0,228000.0,229100.0,230200.0,,,,,,,249384.0,248148.0,261362.0,264111.0,262390.0,258966.0,265257.0,249862.0,255690.0,244391.0,245879.0,252290.0,255994.0,247079.0,250692.984375,272430.0,,313648.9375,318533.15625,279097.09375,280504.6875,281265.78125,285964.65625,282367.25
GBR,SE.PRM.TCHR.FE.ZS,"Primary education, teachers (% female)",,77.3012466430664,77.6006011962891,78.1262664794922,78.4615707397461,78.621467590332,80.7103881835938,78.1845397949219,78.0893020629883,78.1866836547852,78.4006423950195,,78.074333190918,78.3673477172852,78.6008224487305,79.0983581542969,,78.4037628173828,78.1395263671875,77.7777786254883,78.070182800293,78.0445175170898,78.1928787231445,,,,,,,80.9943695068359,81.1064376831055,81.8424301147461,81.787956237793,81.3906784057617,81.45703125,81.6148071289062,81.3376998901367,81.2839813232422,81.4408111572266,80.760856628418,86.9753112792969,86.9754791259766,86.9754180908203,86.9844589233398,,,84.6765823364258,85.2390823364258,86.2421035766602,86.1461791992188,86.3027191162109,86.3025588989258,86.3168716430664
GBR,SE.PRM.TENR,"Adjusted net enrollment rate, primary (% of primary school age children)",,98.18254,97.3134,96.35756,95.86765,95.78484,95.87591,96.19219,96.26426,96.43068,97.7863,97.65796,96.70084,95.11314,94.64484,93.57046,95.18731,98.01106,99.67916,99.71212,99.78913,98.18471,96.65488,,,,,,99.908,99.94032,99.94481,99.93639,99.82263,99.90834,99.40875,99.9966,99.63869,97.76573,98.87983,98.07041,98.19652,98.13593,98.36969,99.72458,99.89948,99.93433,99.65208,99.56963,,,,,
GBR,SE.PRM.TENR.FE,"Adjusted net enrollment rate, primary, female (% of primary school age children)",,98.17312,97.18734,96.25578,95.84084,95.86722,96.09413,96.39806,96.4931,96.63113,97.94528,97.85776,96.9457,95.27182,94.62636,93.68484,95.27015,98.21247,99.8621,,,98.44355,96.82892,,,,,,,,,,99.89481,,99.49355,,99.89233,98.00798,98.83274,98.01219,98.17527,98.18225,98.34373,99.60107,,,99.56731,99.42539,,,,,
GBR,SE.PRM.TENR.MA,"Adjusted net enrollment rate, primary, male (% of primary school age children)",,98.19153,97.4339,96.45481,95.89321,95.7065,95.66889,95.99697,96.04739,96.24084,97.63584,97.46892,96.46897,94.96278,94.66237,93.46197,95.1087,97.81969,99.50512,,,97.93763,96.48854,,,,,,,,,,99.75398,,99.32808,,99.39697,97.5347,98.92475,98.12593,98.21677,98.09179,98.39444,99.84246,,,99.73306,99.70747,,,,,
GBR,SE.PRM.UNER,"Children out of school, primary",,105520.0,99270.0,115319.0,130637.0,143343.0,141257.0,136949.0,134646.0,122185.0,51502.0,49022.0,57693.0,67803.0,91346.0,206591.0,235456.0,199406.0,180892.0,172463.0,155298.0,159765.0,161865.0,,,,,,405.0,3484.0,2385.0,2186.0,1175.0,1887.0,25967.0,3486.0,44924.0,101041.0,16367.0,31426.0,23362.0,46270.0,81789.0,84218.0,76765.0,69602.0,63366.0,42246.0,21395.0,2437.0,1264.0,1534.0,4509.0
GBR,SE.PRM.UNER.FE,"Children out of school, primary, female",,54711.0,53008.0,60561.0,67970.0,73132.0,70324.0,66456.0,62690.0,55554.0,21330.0,18426.0,20735.0,27616.0,43834.0,98776.0,115283.0,95877.0,86842.0,79853.0,72563.0,72628.0,72988.0,,,,,,,,,,,,11502.0,1233.0,15645.0,44503.0,10278.0,17091.0,12931.0,24448.0,39862.0,41647.0,37183.0,32522.0,29259.0,19622.0,9549.0,,,,
GBR,SE.PRM.UNER.FE.ZS,"Children out of school, female (% of female primary school age)",,2.00397992134094,1.92397999763489,2.19472002983093,2.47586989402771,2.69576001167297,2.64170002937317,2.54129004478455,2.46214008331299,2.25813007354736,0.90175998210907,0.813030004501343,0.957140028476715,1.33783996105194,2.18449997901917,4.94825983047485,5.73095989227295,4.7153902053833,4.21226978302002,3.80596995353699,3.41430997848511,3.39616990089417,3.40415000915527,,,,,,,,,,,,0.533200025558472,0.0577200017869473,0.740930020809174,2.13168001174927,0.498450011014938,0.835839986801147,0.633090019226074,1.18984997272491,1.9103399515152,1.9456399679184,1.68974995613098,1.44482004642487,1.27442002296448,0.840430021286011,0.405090004205704,,,,
GBR,SE.PRM.UNER.MA,"Children out of school, primary, male",,50809.0,46262.0,54758.0,62667.0,70211.0,70933.0,70493.0,71956.0,66631.0,30172.0,30596.0,36958.0,40187.0,47512.0,107815.0,120173.0,103529.0,94050.0,92610.0,82735.0,87137.0,88877.0,,,,,,,,,,,,14465.0,2253.0,29279.0,56538.0,6089.0,14335.0,10431.0,21822.0,41927.0,42571.0,39582.0,37081.0,34107.0,22624.0,11846.0,,,,
GBR,SE.PRM.UNER.MA.ZS,"Children out of school, male (% of male primary school age)",,1.77927005290985,1.60623002052307,1.89795994758606,2.18211007118225,2.47111010551453,2.54162001609802,2.56633996963501,2.6846399307251,2.5672299861908,1.20735001564026,1.27648997306824,1.61266005039215,1.84116995334625,2.24252009391785,5.12547016143799,5.68121004104614,4.85020017623901,4.34922981262207,4.2103099822998,3.71585988998413,3.88963007926941,3.95311999320984,,,,,,,,,,,,0.638369977474213,0.100369997322559,1.32030999660492,2.58316993713379,0.281819999217987,0.668429970741272,0.486979991197586,1.01328003406525,1.91556000709534,1.89452004432678,1.7134200334549,1.56921994686127,1.41480994224548,0.922590017318726,0.478379994630814,,,,
GBR,SE.PRM.UNER.ZS,Children out of school (% of primary school age),,1.88909995555878,1.76157999038696,2.04304003715515,2.32568001747131,2.58083009719849,2.59048008918762,2.55412006378174,2.57624006271362,2.41682004928589,1.0587500333786,1.05124998092651,1.29411995410919,1.59652996063232,2.21429991722107,5.03917980194092,5.70546007156372,4.78444004058838,4.28239011764526,4.01290988922119,3.56858992576599,3.64862990379333,3.68513989448547,,,,,,0.0087099997326731,0.0751300007104874,0.0518000014126301,0.0480099990963936,0.0260799992829561,0.0422799997031689,0.587080001831055,0.0795800015330315,1.03771996498108,2.36276006698608,0.387609988451004,0.750140011310577,0.558300018310547,1.09949004650116,1.91301000118256,1.91946005821228,1.70186996459961,1.50853002071381,1.34633004665375,0.882520020008087,0.442640006542206,0.0504200011491776,0.0263199992477894,0.032150000333786,0.0949100032448769
GBR,SE.SEC.AGES,Lower secondary school starting age (years),11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0
GBR,SE.SEC.CMPT.LO.FE.ZS,"Lower secondary completion rate, female (% of relevant age group)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.0240783691406,98.0716705322266,98.2297286987305,98.1094512939453,97.5821533203125,99.3339691162109
GBR,SE.SEC.CMPT.LO.MA.ZS,"Lower secondary completion rate, male (% of relevant age group)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.6197509765625,97.4887313842773,97.7517318725586,97.8682174682617,97.7736282348633,99.4156036376953
GBR,SE.SEC.CMPT.LO.ZS,"Lower secondary completion rate, total (% of relevant age group)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.8164215087891,97.7722320556641,97.9845123291016,97.9858016967773,97.6802215576172,99.3757629394531
GBR,SE.SEC.CUAT.LO.FE.ZS,"Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.6900024414062,99.7399978637695,99.8199996948242,99.7600021362305,99.8000030517578,99.8000030517578,98.1878967285156,97.4847640991211,99.6999969482422,97.6777496337891,97.7634811401367,99.8000030517578,99.7900009155273,99.0031661987305
GBR,SE.SEC.CUAT.LO.MA.ZS,"Educational attainment, at least completed lower secondary, population 25+, male (%) (cumulative)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.8499984741211,99.879997253418,99.9000015258789,99.8600006103516,99.870002746582,99.9300003051758,98.9113388061523,98.0457000732422,99.7900009155273,98.2391510009766,98.1913833618164,99.8000030517578,99.8399963378906,98.9367523193359
GBR,SE.SEC.CUAT.LO.ZS,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.7699966430664,99.8099975585938,99.8600006103516,99.8099975585938,99.8300018310547,99.8600006103516,98.5437240600586,97.7616348266602,99.75,97.9548416137695,97.9749298095703,99.8000030517578,99.8099975585938,98.9699096679688
GBR,SE.SEC.CUAT.PO.FE.ZS,"Educational attainment, at least completed post-secondary, population 25+, female (%) (cumulative)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.4599990844727,34.0200004577637,31.8799991607666,37.2999992370605,,,40.7780380249023,41.5603141784668,,43.3992462158203,44.8981399536133,,,
GBR,SE.SEC.CUAT.PO.MA.ZS,"Educational attainment, at least completed post-secondary, population 25+, male (%) (cumulative)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.6900005340576,33.5999984741211,34.310001373291,36.5999984741211,,,38.7680282592773,39.5638847351074,,39.7399597167969,41.0556945800781,,,
GBR,SE.SEC.CUAT.PO.ZS,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.5699996948242,33.810001373291,33.060001373291,36.9500007629395,,,39.7894134521484,40.5749015808105,,41.593090057373,42.9992599487305,,,
GBR,SE.SEC.CUAT.UP.FE.ZS,"Educational attainment, at least completed upper secondary, population 25+, female (%) (cumulative)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.6500015258789,84.5400009155273,84.5500030517578,86.4100036621094,72.0299987792969,73.3000030517578,75.8234710693359,76.170768737793,76.6699981689453,77.9941711425781,79.0581817626953,80.0699996948242,81.1399993896484,78.4242935180664
GBR,SE.SEC.CUAT.UP.MA.ZS,"Educational attainment, at least completed upper secondary, population 25+, male (%) (cumulative)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.75,88.3499984741211,87.7099990844727,89.0800018310547,76.0100021362305,76.1500015258789,78.9332580566406,78.4824981689453,77.5699996948242,78.8281784057617,79.3107604980469,79.7399978637695,79.7699966430664,78.2567138671875
GBR,SE.SEC.CUAT.UP.ZS,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.6699981689453,86.4300003051758,86.0800018310547,87.7399978637695,74.0,74.7099990844727,77.3530197143555,77.3118133544922,77.1100006103516,78.4058227539062,79.182991027832,79.9100036621094,80.4599990844727,78.3403701782227
GBR,SE.SEC.DURS,"Secondary education, duration (years)",7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
GBR,SE.SEC.ENRL,"Secondary education, pupils",,4149067.0,4279612.0,4424528.0,4829346.0,4990440.0,5154371.0,5285143.0,5344922.0,5380774.0,5360097.0,5341849.0,5329275.0,5296000.0,5173000.0,5024000.0,4877000.0,4688000.0,4508000.0,4365912.0,4284000.0,4335600.0,4433500.0,4868593.0,4938261.0,4986597.0,5000486.0,4975266.0,5012393.0,5202387.0,5314730.0,5376980.0,5518839.0,5541262.0,5712635.0,5760887.0,5357793.0,5306369.0,5356450.0,5429636.0,5538230.0,5000332.0,4849275.0,6496973.0,6556991.5,6374675.0,,6386316.5,6173690.5,6138912.0,6134958.0,6200752.5,6302652.0
GBR,SE.SEC.ENRL.FE.ZS,"Secondary education, pupils (% female)",,48.42163,48.50428,48.63848,48.81531,48.91905,49.00588,49.09871,49.16104,49.29419,49.38907,49.50804,49.54586,49.54683,49.52639,49.48248,49.70269,49.46672,49.46761,49.51783,49.60317,49.67709,49.75527,48.6695,48.78464,48.90674,49.0006,49.12873,49.18675,49.16207,49.17657,49.0689,49.14624,49.56663,49.36893,49.34771,49.32641,49.20376,49.19499,49.09843,48.91182,49.00303,48.8358,49.92059,49.80458,49.59595,,49.60724,,,,,
GBR,SE.SEC.ENRL.GC,"Secondary education, general pupils",,4006527.0,4133008.0,4268445.0,4675716.0,4815483.0,4945770.0,5055642.0,5110453.0,5134876.0,5116354.0,5087036.0,5040235.0,4977000.0,4864000.0,4623000.0,4474000.0,4270000.0,4086000.0,3936237.0,3833000.0,3855200.0,3883500.0,4017626.0,3996849.0,4062286.0,4077942.0,4113465.0,4342524.0,4193904.0,4255837.0,4322915.0,4374779.0,4474812.0,4401785.0,4414562.0,4381851.0,4317382.0,4639448.0,4749753.0,4805310.0,4549325.0,4378872.0,4413924.0,4471247.27375,4492280.10636,4151173.0,4174850.0,,,,,
GBR,SE.SEC.ENRL.GC.FE.ZS,"Secondary education, general pupils (% female)",,48.51943,48.53647,48.64085,48.74984,48.79444,48.78933,48.84578,48.9022,49.00058,49.0659,49.12485,49.17818,49.22644,49.21875,49.01579,49.01654,48.99297,48.9721,49.05411,49.09992,49.09992,49.25454,49.02833,48.98949,49.02159,49.13106,49.15919,49.54236,49.211,49.26549,49.22021,49.24349,49.29856,49.37172,49.38338,49.47587,49.47524,49.31104,49.26646,49.15589,49.14832,49.00698,49.59576,49.67056,49.67634,49.20356,49.2136,,,,,
GBR,SE.SEC.ENRL.LO.TC.ZS,"Pupil-teacher ratio, lower secondary",,,,,,,,,,,,,,,,,,,,,,,,15.02272,15.39575,14.56569,14.48901,14.90947,,15.79659,16.07841,15.84436,16.10974,15.90467,15.7544,15.38845,15.52071,15.2983,15.25143,,,,,16.2881,15.26531,,,17.35313,,,,,
GBR,SE.SEC.ENRL.TC.ZS,"Pupil-teacher ratio, secondary",,,,,,,,,,,,,,,,,,,,,,,,12.24197,12.21414,11.02098,10.49779,10.71946,,14.67131,15.05171,14.86956,15.48066,15.34126,15.31998,14.86558,14.54045,14.00533,14.26922,,,,,15.86648,15.82946,15.45905,,16.61873,,,,,
GBR,SE.SEC.ENRL.UP.TC.ZS,"Pupil-teacher ratio, upper secondary",,,,,,,,,,,,,,,,,,,,,,,,10.67038,10.51223,9.28802,8.70494,8.80452,,13.91563,14.35753,14.20736,15.04905,14.95238,15.03623,14.52616,13.88775,13.20056,13.60017,,,,,15.63258,16.16583,,18.22702,16.14119,,,,,
GBR,SE.SEC.ENRL.VO,"Secondary education, vocational pupils",,142540.0,146604.0,156083.0,153630.0,174957.0,208601.0,229501.0,234469.0,245898.0,243743.0,254813.0,289040.0,319000.0,309000.0,401000.0,403000.0,418000.0,422000.0,429675.0,451000.0,480400.0,550000.0,850967.0,941412.0,924311.0,922544.0,861801.0,669868.0,1008483.0,1058893.0,1054065.0,1144060.0,1066450.0,1310850.0,1346325.0,975942.0,988987.0,717002.0,679883.0,732919.0,451007.0,470403.0,2083049.0,2085744.38534,1882394.69338,,2211466.62334,,,,,
GBR,SE.SEC.ENRL.VO.FE.ZS,"Secondary education, vocational pupils (% female)",,45.67279,47.59693,48.57352,50.80778,52.34886,54.1402,54.67035,54.80255,55.42542,56.17269,57.15799,55.95731,54.54545,54.36893,54.86284,57.3201,54.30622,54.2654,53.76599,53.88027,54.30891,53.29091,46.97538,47.91494,48.402,48.42392,48.98335,46.88148,48.95858,48.81919,48.44834,48.77436,50.69145,49.35958,49.23076,48.65535,48.01863,48.44408,47.92457,47.31164,47.5374,47.24226,50.60889,50.09187,49.4041,,50.35037,,,,,
GBR,SE.SEC.ENRR,"School enrollment, secondary (% gross)",,73.8153381347656,74.6636199951172,75.3463363647461,79.9701614379883,80.6737213134766,81.421989440918,82.0841598510742,82.0386276245117,82.2450714111328,82.0271911621094,82.3730163574219,83.1614990234375,84.0073089599609,84.0360717773438,84.0754470825195,84.4463424682617,84.3979415893555,84.4793701171875,85.2655868530273,86.7377471923828,89.2621765136719,91.5781402587891,100.505920410156,101.269409179688,101.045799255371,99.6143264770508,97.607307434082,97.5917587280273,100.418441772461,101.204360961914,101.229797363281,102.614517211914,102.157028198242,104.942939758301,105.705047607422,98.4682769775391,97.7785186767578,98.8158798217773,100.634750366211,103.461151123047,94.1645202636719,92.5028686523438,125.987342834473,128.755126953125,126.094779968262,,125.731430053711,120.190452575684,117.233337402344,114.651649475098,113.683822631836,113.228363037109
GBR,SE.SEC.ENRR.FE,"School enrollment, secondary, female (% gross)",,73.8060607910156,74.7612915039062,75.5984725952148,80.4465103149414,81.2411117553711,82.0850219726562,82.8723220825195,82.8977508544922,83.3185577392578,83.2602996826172,83.8227081298828,84.7081985473633,85.5790481567383,85.6072769165039,85.5928573608398,86.3158416748047,85.8152465820312,85.843879699707,86.681770324707,88.2769775390625,90.8964691162109,93.2786026000977,100.107269287109,101.109169006348,101.158683776855,99.9301834106445,98.1831436157227,98.2667770385742,101.122718811035,101.946479797363,101.883728027344,103.448120117188,103.651992797852,105.841842651367,106.556312561035,99.3644409179688,98.5482711791992,99.5328369140625,101.106651306152,103.691650390625,94.7179718017578,92.7257385253906,128.965789794922,131.379287719727,128.103820800781,,127.898773193359,122.130111694336,119.040077209473,116.597137451172,115.813201904297,115.08186340332
