DATAFLOW,LAST UPDATE,freq,nace_r2,age,sex,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,Financial and insurance activities,From 20 to 34 years,Total,Percentage,Romania,2012,,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,Financial and insurance activities,From 20 to 34 years,Total,Percentage,Romania,2013,,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,Financial and insurance activities,From 20 to 34 years,Total,Percentage,Romania,2014,,bu
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,Financial and insurance activities,From 20 to 34 years,Total,Percentage,Romania,2015,17.6,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,Financial and insurance activities,From 20 to 34 years,Total,Percentage,Romania,2016,,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,Financial and insurance activities,From 20 to 34 years,Total,Percentage,Romania,2017,16.5,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,Financial and insurance activities,From 20 to 34 years,Total,Percentage,Romania,2018,16.5,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,Financial and insurance activities,From 20 to 34 years,Total,Percentage,Romania,2019,,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,Financial and insurance activities,From 20 to 34 years,Total,Percentage,Romania,2020,,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,Financial and insurance activities,From 20 to 34 years,Total,Percentage,Romania,2021,,bu
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,Financial and insurance activities,From 20 to 34 years,Total,Percentage,Romania,2022,,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,Financial and insurance activities,From 20 to 34 years,Total,Percentage,Romania,2023,24.6,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,Financial and insurance activities,From 20 to 34 years,Total,Percentage,Sweden,2008,14.0,bu
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,Financial and insurance activities,From 20 to 34 years,Total,Percentage,Sweden,2009,,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,Financial and insurance activities,From 20 to 34 years,Total,Percentage,Sweden,2010,7.9,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,Financial and insurance activities,From 20 to 34 years,Total,Percentage,Sweden,2011,9.1,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,Financial and insurance activities,From 20 to 34 years,Total,Percentage,Sweden,2012,7.7,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,Financial and insurance activities,From 20 to 34 years,Total,Percentage,Sweden,2013,8.3,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,Financial and insurance activities,From 20 to 34 years,Total,Percentage,Sweden,2014,8.5,bu
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,Financial and insurance activities,From 20 to 34 years,Total,Percentage,Sweden,2015,7.7,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,Financial and insurance activities,From 20 to 34 years,Total,Percentage,Sweden,2016,10.8,
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,Financial and insurance activities,From 20 to 34 years,Total,Percentage,Sweden,2017,8.4,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,Financial and insurance activities,From 20 to 34 years,Total,Percentage,Sweden,2018,,bu
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,Financial and insurance activities,From 20 to 34 years,Total,Percentage,Sweden,2019,,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,Financial and insurance activities,From 20 to 34 years,Total,Percentage,Sweden,2020,,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,Financial and insurance activities,From 20 to 34 years,Total,Percentage,Sweden,2021,,bu
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,Financial and insurance activities,From 20 to 34 years,Total,Percentage,Sweden,2022,,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,Financial and insurance activities,From 20 to 34 years,Total,Percentage,Sweden,2023,,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,Financial and insurance activities,From 20 to 34 years,Total,Percentage,Slovenia,2008,,bu
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,Financial and insurance activities,From 20 to 34 years,Total,Percentage,Slovenia,2009,12.5,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,Financial and insurance activities,From 20 to 34 years,Total,Percentage,Slovenia,2010,,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,Financial and insurance activities,From 20 to 34 years,Total,Percentage,Slovenia,2011,17.4,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,Financial and insurance activities,From 20 to 34 years,Total,Percentage,Slovenia,2012,34.3,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,Financial and insurance activities,From 20 to 34 years,Total,Percentage,Slovenia,2013,18.9,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,Financial and insurance activities,From 20 to 34 years,Total,Percentage,Slovenia,2014,16.1,bu
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,Financial and insurance activities,From 20 to 34 years,Total,Percentage,Slovenia,2015,19.6,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,Financial and insurance activities,From 20 to 34 years,Total,Percentage,Slovenia,2016,18.5,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,Financial and insurance activities,From 20 to 34 years,Total,Percentage,Slovenia,2017,28.6,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,Financial and insurance activities,From 20 to 34 years,Total,Percentage,Slovenia,2018,24.7,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,Financial and insurance activities,From 20 to 34 years,Total,Percentage,Slovenia,2019,31.1,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,Financial and insurance activities,From 20 to 34 years,Total,Percentage,Slovenia,2020,23.1,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,Financial and insurance activities,From 20 to 34 years,Total,Percentage,Slovenia,2021,,bu
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,Financial and insurance activities,From 20 to 34 years,Total,Percentage,Slovenia,2022,,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,Financial and insurance activities,From 20 to 34 years,Total,Percentage,Slovenia,2023,,bu
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,Financial and insurance activities,From 20 to 34 years,Total,Percentage,Slovakia,2008,19.8,bu
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,Financial and insurance activities,From 20 to 34 years,Total,Percentage,Slovakia,2009,,bu
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,Financial and insurance activities,From 20 to 34 years,Total,Percentage,Slovakia,2010,,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,Financial and insurance activities,From 20 to 34 years,Total,Percentage,Slovakia,2011,,bu
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,Financial and insurance activities,From 20 to 34 years,Total,Percentage,Slovakia,2012,,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,Financial and insurance activities,From 20 to 34 years,Total,Percentage,Slovakia,2013,25.1,
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,Financial and insurance activities,From 20 to 34 years,Total,Percentage,Slovakia,2014,,bu
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,Financial and insurance activities,From 20 to 34 years,Total,Percentage,Slovakia,2015,27.5,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,Financial and insurance activities,From 20 to 34 years,Total,Percentage,Slovakia,2016,28.2,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,Financial and insurance activities,From 20 to 34 years,Total,Percentage,Slovakia,2017,24.7,
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,Financial and insurance activities,From 20 to 34 years,Total,Percentage,Slovakia,2018,25.8,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,Financial and insurance activities,From 20 to 34 years,Total,Percentage,Slovakia,2019,37.9,
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,Financial and insurance activities,From 20 to 34 years,Total,Percentage,Slovakia,2020,45.3,
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,Financial and insurance activities,From 20 to 34 years,Total,Percentage,Slovakia,2021,,bu
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,Financial and insurance activities,From 20 to 34 years,Total,Percentage,Slovakia,2022,,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,Financial and insurance activities,From 20 to 34 years,Total,Percentage,Slovakia,2023,,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,Financial and insurance activities,From 20 to 34 years,Total,Percentage,United Kingdom,2008,24.6,b
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,Financial and insurance activities,From 20 to 34 years,Total,Percentage,United Kingdom,2009,27.3,
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,Financial and insurance activities,From 20 to 34 years,Total,Percentage,United Kingdom,2010,26.3,b
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,Financial and insurance activities,From 20 to 34 years,Total,Percentage,United Kingdom,2011,24.6,b
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,Financial and insurance activities,From 20 to 34 years,Total,Percentage,United Kingdom,2012,26.4,
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,Financial and insurance activities,From 20 to 34 years,Total,Percentage,United Kingdom,2013,29.0,
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,Financial and insurance activities,From 20 to 34 years,Total,Percentage,United Kingdom,2014,23.8,b
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,Financial and insurance activities,From 20 to 34 years,Total,Percentage,United Kingdom,2015,24.7,
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,Financial and insurance activities,From 20 to 34 years,Total,Percentage,United Kingdom,2016,24.7,
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,Financial and insurance activities,From 20 to 34 years,Total,Percentage,United Kingdom,2017,25.1,
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,Financial and insurance activities,From 20 to 34 years,Total,Percentage,United Kingdom,2018,23.9,
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,Financial and insurance activities,From 20 to 34 years,Total,Percentage,United Kingdom,2019,23.2,
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,Real estate activities,From 20 to 34 years,Total,Percentage,Austria,2008,,bu
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,Real estate activities,From 20 to 34 years,Total,Percentage,Austria,2009,,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,Real estate activities,From 20 to 34 years,Total,Percentage,Austria,2010,,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,Real estate activities,From 20 to 34 years,Total,Percentage,Austria,2011,,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,Real estate activities,From 20 to 34 years,Total,Percentage,Austria,2012,,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,Real estate activities,From 20 to 34 years,Total,Percentage,Austria,2013,,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,Real estate activities,From 20 to 34 years,Total,Percentage,Austria,2014,,bu
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,Real estate activities,From 20 to 34 years,Total,Percentage,Austria,2015,,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,Real estate activities,From 20 to 34 years,Total,Percentage,Austria,2016,,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,Real estate activities,From 20 to 34 years,Total,Percentage,Austria,2017,,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,Real estate activities,From 20 to 34 years,Total,Percentage,Austria,2018,,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,Real estate activities,From 20 to 34 years,Total,Percentage,Austria,2019,,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,Real estate activities,From 20 to 34 years,Total,Percentage,Austria,2020,,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,Real estate activities,From 20 to 34 years,Total,Percentage,Austria,2021,,bu
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,Real estate activities,From 20 to 34 years,Total,Percentage,Austria,2022,,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,Real estate activities,From 20 to 34 years,Total,Percentage,Austria,2023,,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,Real estate activities,From 20 to 34 years,Total,Percentage,Belgium,2008,43.8,bu
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,Real estate activities,From 20 to 34 years,Total,Percentage,Belgium,2009,,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,Real estate activities,From 20 to 34 years,Total,Percentage,Belgium,2010,,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,Real estate activities,From 20 to 34 years,Total,Percentage,Belgium,2011,,bu
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,Real estate activities,From 20 to 34 years,Total,Percentage,Belgium,2012,,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,Real estate activities,From 20 to 34 years,Total,Percentage,Belgium,2013,,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,Real estate activities,From 20 to 34 years,Total,Percentage,Belgium,2014,,bu
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,Real estate activities,From 20 to 34 years,Total,Percentage,Belgium,2015,,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,Real estate activities,From 20 to 34 years,Total,Percentage,Belgium,2016,,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,Real estate activities,From 20 to 34 years,Total,Percentage,Belgium,2017,38.9,bu
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,Real estate activities,From 20 to 34 years,Total,Percentage,Belgium,2018,,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,Real estate activities,From 20 to 34 years,Total,Percentage,Belgium,2019,,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,Real estate activities,From 20 to 34 years,Total,Percentage,Belgium,2020,,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,Real estate activities,From 20 to 34 years,Total,Percentage,Belgium,2021,,bu
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,Real estate activities,From 20 to 34 years,Total,Percentage,Belgium,2022,,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,Real estate activities,From 20 to 34 years,Total,Percentage,Belgium,2023,,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,Real estate activities,From 20 to 34 years,Total,Percentage,Bulgaria,2008,,bu
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,Real estate activities,From 20 to 34 years,Total,Percentage,Bulgaria,2009,,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,Real estate activities,From 20 to 34 years,Total,Percentage,Bulgaria,2010,,bu
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,Real estate activities,From 20 to 34 years,Total,Percentage,Bulgaria,2011,,bu
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,Real estate activities,From 20 to 34 years,Total,Percentage,Bulgaria,2012,,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,Real estate activities,From 20 to 34 years,Total,Percentage,Bulgaria,2013,,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,Real estate activities,From 20 to 34 years,Total,Percentage,Bulgaria,2014,,bu
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,Real estate activities,From 20 to 34 years,Total,Percentage,Bulgaria,2015,,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,Real estate activities,From 20 to 34 years,Total,Percentage,Bulgaria,2016,,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,Real estate activities,From 20 to 34 years,Total,Percentage,Bulgaria,2017,,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,Real estate activities,From 20 to 34 years,Total,Percentage,Bulgaria,2018,,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,Real estate activities,From 20 to 34 years,Total,Percentage,Bulgaria,2019,,bu
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,Real estate activities,From 20 to 34 years,Total,Percentage,Bulgaria,2020,,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,Real estate activities,From 20 to 34 years,Total,Percentage,Bulgaria,2021,,bu
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,Real estate activities,From 20 to 34 years,Total,Percentage,Bulgaria,2022,,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,Real estate activities,From 20 to 34 years,Total,Percentage,Bulgaria,2023,,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,Real estate activities,From 20 to 34 years,Total,Percentage,Cyprus,2008,,bu
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,Real estate activities,From 20 to 34 years,Total,Percentage,Cyprus,2009,,bu
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,Real estate activities,From 20 to 34 years,Total,Percentage,Cyprus,2010,,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,Real estate activities,From 20 to 34 years,Total,Percentage,Cyprus,2011,,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,Real estate activities,From 20 to 34 years,Total,Percentage,Cyprus,2012,,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,Real estate activities,From 20 to 34 years,Total,Percentage,Cyprus,2013,,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,Real estate activities,From 20 to 34 years,Total,Percentage,Cyprus,2014,,bu
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,Real estate activities,From 20 to 34 years,Total,Percentage,Cyprus,2015,,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,Real estate activities,From 20 to 34 years,Total,Percentage,Cyprus,2016,,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,Real estate activities,From 20 to 34 years,Total,Percentage,Cyprus,2017,,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,Real estate activities,From 20 to 34 years,Total,Percentage,Cyprus,2018,,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,Real estate activities,From 20 to 34 years,Total,Percentage,Cyprus,2019,,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,Real estate activities,From 20 to 34 years,Total,Percentage,Cyprus,2020,,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,Real estate activities,From 20 to 34 years,Total,Percentage,Cyprus,2021,,bu
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,Real estate activities,From 20 to 34 years,Total,Percentage,Cyprus,2022,,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,Real estate activities,From 20 to 34 years,Total,Percentage,Cyprus,2023,,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,Real estate activities,From 20 to 34 years,Total,Percentage,Czechia,2008,,bu
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,Real estate activities,From 20 to 34 years,Total,Percentage,Czechia,2009,,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,Real estate activities,From 20 to 34 years,Total,Percentage,Czechia,2010,,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,Real estate activities,From 20 to 34 years,Total,Percentage,Czechia,2011,,bu
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,Real estate activities,From 20 to 34 years,Total,Percentage,Czechia,2012,,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,Real estate activities,From 20 to 34 years,Total,Percentage,Czechia,2013,12.7,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,Real estate activities,From 20 to 34 years,Total,Percentage,Czechia,2014,18.6,bu
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,Real estate activities,From 20 to 34 years,Total,Percentage,Czechia,2015,13.9,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,Real estate activities,From 20 to 34 years,Total,Percentage,Czechia,2016,25.0,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,Real estate activities,From 20 to 34 years,Total,Percentage,Czechia,2017,33.8,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,Real estate activities,From 20 to 34 years,Total,Percentage,Czechia,2018,,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,Real estate activities,From 20 to 34 years,Total,Percentage,Czechia,2019,24.7,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,Real estate activities,From 20 to 34 years,Total,Percentage,Czechia,2020,45.8,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,Real estate activities,From 20 to 34 years,Total,Percentage,Czechia,2021,,bu
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,Real estate activities,From 20 to 34 years,Total,Percentage,Czechia,2022,23.2,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,Real estate activities,From 20 to 34 years,Total,Percentage,Czechia,2023,,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,Real estate activities,From 20 to 34 years,Total,Percentage,Germany,2008,,bu
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,Real estate activities,From 20 to 34 years,Total,Percentage,Germany,2009,,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,Real estate activities,From 20 to 34 years,Total,Percentage,Germany,2010,,bu
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,Real estate activities,From 20 to 34 years,Total,Percentage,Germany,2011,,bu
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,Real estate activities,From 20 to 34 years,Total,Percentage,Germany,2012,,bu
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,Real estate activities,From 20 to 34 years,Total,Percentage,Germany,2013,,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,Real estate activities,From 20 to 34 years,Total,Percentage,Germany,2014,,bu
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,Real estate activities,From 20 to 34 years,Total,Percentage,Germany,2015,,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,Real estate activities,From 20 to 34 years,Total,Percentage,Germany,2016,,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,Real estate activities,From 20 to 34 years,Total,Percentage,Germany,2017,,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,Real estate activities,From 20 to 34 years,Total,Percentage,Germany,2018,,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,Real estate activities,From 20 to 34 years,Total,Percentage,Germany,2019,,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,Real estate activities,From 20 to 34 years,Total,Percentage,Germany,2020,,bu
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,Real estate activities,From 20 to 34 years,Total,Percentage,Germany,2021,,bu
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,Real estate activities,From 20 to 34 years,Total,Percentage,Germany,2022,,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,Real estate activities,From 20 to 34 years,Total,Percentage,Germany,2023,,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,Real estate activities,From 20 to 34 years,Total,Percentage,Denmark,2008,,bu
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,Real estate activities,From 20 to 34 years,Total,Percentage,Denmark,2009,,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,Real estate activities,From 20 to 34 years,Total,Percentage,Denmark,2010,,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,Real estate activities,From 20 to 34 years,Total,Percentage,Denmark,2011,,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,Real estate activities,From 20 to 34 years,Total,Percentage,Denmark,2012,,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,Real estate activities,From 20 to 34 years,Total,Percentage,Denmark,2013,,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,Real estate activities,From 20 to 34 years,Total,Percentage,Denmark,2014,,bu
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,Real estate activities,From 20 to 34 years,Total,Percentage,Denmark,2015,,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,Real estate activities,From 20 to 34 years,Total,Percentage,Denmark,2016,,bu
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,Real estate activities,From 20 to 34 years,Total,Percentage,Denmark,2017,,bu
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,Real estate activities,From 20 to 34 years,Total,Percentage,Denmark,2018,,u
